epoch,step,train_loss,val_bcc,val_loss
0,61,,0.2494332492351532,1.714377760887146
0,61,1.8152471780776978,,
1,123,,0.3616395592689514,1.6051088571548462
1,123,1.6824400424957275,,
2,185,,0.4033716022968292,1.4926016330718994
2,185,1.5788072347640991,,
3,247,,0.4378696382045746,1.3916209936141968
3,247,1.4700530767440796,,
4,309,,0.4565807282924652,1.3146418333053589
4,309,1.3909363746643066,,
5,371,,0.5074871182441711,1.2443361282348633
5,371,1.3063290119171143,,
6,433,,0.4938591718673706,1.2040905952453613
6,433,1.2345671653747559,,
7,495,,0.5306426286697388,1.1456193923950195
7,495,1.1737606525421143,,
8,557,,0.5189372301101685,1.1508023738861084
8,557,1.1279115676879883,,
9,619,,0.5406345129013062,1.0796176195144653
9,619,1.0746275186538696,,
10,681,,0.5452777743339539,1.082144856452942
10,681,1.0078818798065186,,
11,743,,0.5905494093894958,1.033414602279663
11,743,1.0055620670318604,,
12,805,,0.5813777446746826,0.9930654168128967
12,805,0.9898427128791809,,
13,867,,0.5824763774871826,0.9954867362976074
13,867,0.9490559101104736,,
14,929,,0.585375189781189,0.9657103419303894
14,929,0.9432879090309143,,
15,991,,0.6005875468254089,0.9577937722206116
15,991,0.9125930666923523,,
16,1053,,0.6269451975822449,0.9283874034881592
16,1053,0.8772474527359009,,
17,1115,,0.6083683371543884,0.9520626664161682
17,1115,0.8583593964576721,,
18,1177,,0.6359043121337891,0.9254668951034546
18,1177,0.880629301071167,,
19,1239,,0.5967593789100647,0.9451557397842407
19,1239,0.8102919459342957,,
20,1301,,0.6033285856246948,0.9499863386154175
20,1301,0.8017803430557251,,
21,1363,,0.6234073042869568,0.9324213266372681
21,1363,0.7782608270645142,,
22,1425,,0.6159206032752991,0.9285069108009338
22,1425,0.8069583773612976,,
23,1487,,0.62442946434021,0.9178361296653748
23,1487,0.7686387896537781,,
24,1549,,0.6077722311019897,0.9209610223770142
24,1549,0.7657384276390076,,
25,1611,,0.6151710152626038,0.9147949814796448
25,1611,0.7629162073135376,,
26,1673,,0.6017630100250244,0.944766104221344
26,1673,0.7222946882247925,,
27,1735,,0.6167594790458679,0.9162413477897644
27,1735,0.7282400131225586,,
28,1797,,0.6244911551475525,0.927440345287323
28,1797,0.7220050096511841,,
29,1859,,0.6223961710929871,0.9321891665458679
29,1859,0.7252693772315979,,
30,1921,,0.6275487542152405,0.9073679447174072
30,1921,0.6860752105712891,,
31,1983,,0.6188664436340332,0.9386900663375854
31,1983,0.6947307586669922,,
32,2045,,0.627292275428772,0.9126823544502258
32,2045,0.7119308114051819,,
33,2107,,0.6127064228057861,0.9342405796051025
33,2107,0.723386287689209,,
34,2169,,0.6372215151786804,0.9357804656028748
34,2169,0.7016706466674805,,
35,2231,,0.6166911125183105,0.9285767674446106
35,2231,0.7253942489624023,,
36,2293,,0.6221983432769775,0.9382549524307251
36,2293,0.7270660996437073,,
37,2355,,0.6222865581512451,0.9738789200782776
37,2355,0.7213190793991089,,
38,2417,,0.6139567494392395,0.9592244029045105
38,2417,0.7099918127059937,,
39,2479,,0.6014138460159302,1.0085313320159912
39,2479,0.7026368975639343,,
40,2541,,0.5707467198371887,1.0418822765350342
40,2541,0.7351889610290527,,
41,2603,,0.6362800002098083,0.9903594255447388
41,2603,0.7360933423042297,,
42,2665,,0.6371341347694397,0.9738645553588867
42,2665,0.6923326253890991,,
43,2727,,0.626011312007904,0.9739824533462524
43,2727,0.7099771499633789,,
44,2789,,0.6197499632835388,0.9769148826599121
44,2789,0.7355830073356628,,
45,2851,,0.6223511695861816,0.9781646132469177
45,2851,0.7125377058982849,,
