epoch,step,train_loss,val_bcc,val_loss
0,61,,0.29724451899528503,1.7145006656646729
0,61,1.8058966398239136,,
1,123,,0.355544775724411,1.6091684103012085
1,123,1.658368706703186,,
2,185,,0.3797980844974518,1.5165297985076904
2,185,1.5410099029541016,,
3,247,,0.4547273516654968,1.4214215278625488
3,247,1.4497333765029907,,
4,309,,0.4951126277446747,1.3306926488876343
4,309,1.3589801788330078,,
5,371,,0.5097333192825317,1.2824909687042236
5,371,1.3008517026901245,,
6,433,,0.5226939916610718,1.2148401737213135
6,433,1.2036205530166626,,
7,495,,0.5243455171585083,1.181721568107605
7,495,1.1263835430145264,,
8,557,,0.5617789626121521,1.1273306608200073
8,557,1.1154310703277588,,
9,619,,0.5590754747390747,1.099474310874939
9,619,1.0530807971954346,,
10,681,,0.5734531879425049,1.080754041671753
10,681,0.9915226697921753,,
11,743,,0.5700733065605164,1.0653284788131714
11,743,0.9772664904594421,,
12,805,,0.5813122987747192,1.0459084510803223
12,805,0.9462948441505432,,
13,867,,0.5765143036842346,1.0486761331558228
13,867,0.9068172574043274,,
14,929,,0.6026741862297058,1.0094003677368164
14,929,0.8882268071174622,,
15,991,,0.5868406295776367,1.0048110485076904
15,991,0.8708166480064392,,
16,1053,,0.5986998081207275,0.9953215718269348
16,1053,0.8692381978034973,,
17,1115,,0.621258556842804,0.9823797941207886
17,1115,0.8309515118598938,,
18,1177,,0.5962671041488647,1.003731369972229
18,1177,0.7782182097434998,,
19,1239,,0.5950380563735962,1.0069338083267212
19,1239,0.7787302732467651,,
20,1301,,0.6160139441490173,0.9731554985046387
20,1301,0.7948229312896729,,
21,1363,,0.612930417060852,0.9794949293136597
21,1363,0.7642028331756592,,
22,1425,,0.634609580039978,0.9679082036018372
22,1425,0.7347515821456909,,
23,1487,,0.5855234265327454,0.987835168838501
23,1487,0.7400557994842529,,
24,1549,,0.5884847044944763,0.9807538390159607
24,1549,0.731576144695282,,
25,1611,,0.6162498593330383,0.9770318269729614
25,1611,0.7141862511634827,,
26,1673,,0.6019504070281982,0.9694052338600159
26,1673,0.6732882857322693,,
27,1735,,0.5891493558883667,0.98746657371521
27,1735,0.6677786707878113,,
28,1797,,0.5840698480606079,1.0150487422943115
28,1797,0.6804575324058533,,
29,1859,,0.5981630682945251,0.9988909959793091
29,1859,0.6623862385749817,,
30,1921,,0.6024917364120483,0.9757683277130127
30,1921,0.676338255405426,,
31,1983,,0.6051505208015442,0.9751994013786316
31,1983,0.6627619862556458,,
32,2045,,0.6111169457435608,0.981586754322052
32,2045,0.6454764604568481,,
33,2107,,0.6103004217147827,0.9887461066246033
33,2107,0.6516562700271606,,
34,2169,,0.6253933310508728,0.9790080785751343
34,2169,0.5973897576332092,,
35,2231,,0.5952686667442322,0.9771618247032166
35,2231,0.5943253040313721,,
36,2293,,0.6217253804206848,0.976443886756897
36,2293,0.6202263832092285,,
37,2355,,0.6037882566452026,0.973207950592041
37,2355,0.6107486486434937,,
