epoch,step,train_loss,val_bcc,val_loss
0,61,,0.4063342213630676,1.058336615562439
0,61,1.4023736715316772,,
1,123,,0.4172017276287079,0.932042121887207
1,123,1.034912109375,,
2,185,,0.48561277985572815,0.8062525987625122
2,185,0.9139693975448608,,
3,247,,0.5203472971916199,0.8392629027366638
3,247,0.8297683000564575,,
4,309,,0.5328578948974609,0.834725558757782
4,309,0.819496214389801,,
5,371,,0.4806887209415436,0.8889283537864685
5,371,0.8501628637313843,,
6,433,,0.17794710397720337,1.5000704526901245
6,433,1.3369418382644653,,
7,495,,0.19985949993133545,1.457041621208191
7,495,1.5183837413787842,,
8,557,,0.20803950726985931,1.4253873825073242
8,557,1.4489285945892334,,
9,619,,0.2037295550107956,1.4880692958831787
9,619,1.4042385816574097,,
10,681,,0.336938738822937,1.3352082967758179
10,681,1.3872404098510742,,
11,743,,0.28154903650283813,1.3379570245742798
11,743,1.2969326972961426,,
12,805,,0.26249268651008606,1.3437659740447998
12,805,1.3337422609329224,,
13,867,,0.3284705877304077,1.1860301494598389
13,867,1.2569509744644165,,
14,929,,0.3478410840034485,1.1613686084747314
14,929,1.181643009185791,,
15,991,,0.35371801257133484,1.143206000328064
15,991,1.1761140823364258,,
16,1053,,0.3438225984573364,1.1460040807724
16,1053,1.165643572807312,,
17,1115,,0.3638676106929779,1.1472086906433105
17,1115,1.1536338329315186,,
